,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
glycyrrhetinate biosynthesis,"('glycyrrhetinate biosynthetic process', 0.84375)","('glycyrrhetinate biosynthetic process', 0.84375)","('glycyrrhetinate biosynthetic process', 0.84375)","('glycyrrhetinate biosynthetic process', 0.84375)","('glycyrrhetinate biosynthetic process', 0.84375)"
glyoxylate assimilation,"('sulfate assimilation', 0.7906976744186046)","('nitrate assimilation', 0.7441860465116279)","('nitrate assimilation', 0.7441860465116279)","('regulation of sulfate assimilation', 0.7017543859649122)","('regulation of sulfate assimilation', 0.7017543859649122)"
glyoxylate cycle,"('glyoxylate cycle', 1.0)","('glyoxylate cycle', 1.0)","('regulation of glyoxylate cycle', 0.7)","('regulation of glyoxylate cycle', 0.7)","('glyoxylate metabolic process', 0.6363636363636364)"
glyphosate degradation I,"('protein deacylation', 0.65)","('protein deamination', 0.65)","('protein deglycation', 0.65)","('protein dehydration', 0.65)","('protein deglycation', 0.65)"
glyphosate degradation II,"('protein deacylation', 0.64)","('protein deamination', 0.64)","('protein deglycation', 0.64)","('protein dehydration', 0.64)","('protein deglycation', 0.64)"
glyphosate degradation III,"('protein deacylation', 0.62)","('protein deamination', 0.62)","('protein deglycation', 0.62)","('protein dehydration', 0.62)","('protein deglycation', 0.62)"
gondoate biosynthesis (anaerobic),"('anaerobic toluene biosynthetic process', 0.72)","('anaerobic toluene biosynthetic process', 0.72)","('glycosinolate biosynthetic process', 0.6567164179104478)","('glycosinolate biosynthetic process', 0.6567164179104478)","('glycosinolate biosynthetic process', 0.6567164179104478)"
gossypetin metabolism,"('pectin metabolic process', 0.6666666666666666)","('arugosin metabolic process', 0.64)","('arugosin metabolic process', 0.64)","('asperthecin metabolic process', 0.64)","('amylopectin metabolic process', 0.64)"
gossypol biosynthesis,"('photosynthesis', 0.6857142857142857)","('biosynthetic process', 0.68)","('rhamnolipid biosynthesis', 0.67)","('GDP biosynthetic process', 0.67)","('GMP biosynthetic process', 0.67)"
gramicidin S biosynthesis,"('gramicidin S biosynthetic process', 0.8275862068965517)","('gramicidin S biosynthetic process', 0.8275862068965517)","('rhamnolipid biosynthesis', 0.78)","('fraxetin biosynthesis', 0.74)","('sideretin biosynthesis', 0.723404255319149)"
gramine biosynthesis,"('fraxetin biosynthesis', 0.83)","('rhamnolipid biosynthesis', 0.7727272727272727)","('sideretin biosynthesis', 0.7619047619047619)","('amine biosynthetic process', 0.7391304347826086)","('amine biosynthetic process', 0.7391304347826086)"
grayanate biosynthesis,"('fraxetin biosynthesis', 0.7441860465116279)","('cyanate biosynthetic process', 0.72)","('cyanate biosynthetic process', 0.72)","('cyanate biosynthetic process', 0.72)","('rhamnolipid biosynthesis', 0.7)"
griseofulvin biosynthesis,"('griseofulvin biosynthetic process', 0.8275862068965517)","('griseofulvin biosynthetic process', 0.8275862068965517)","('griseofulvin biosynthetic process', 0.8275862068965517)","('fraxetin biosynthesis', 0.74)","('sideretin biosynthesis', 0.723404255319149)"
grixazone biosynthesis,"('fraxetin biosynthesis', 0.7441860465116279)","('sideretin biosynthesis', 0.73)","('translesion synthesis', 0.6976744186046512)","('translesion synthesis', 0.6976744186046512)","('rhamnolipid biosynthesis', 0.6956521739130435)"
guadinomine B biosynthesis,"('tRNA m2,2-guanine biosynthesis', 0.75)","('guanosine biosynthetic process', 0.7142857142857143)","('guanosine biosynthetic process', 0.7142857142857143)","('guanine biosynthetic process', 0.7037037037037037)","('guanine biosynthetic process', 0.7037037037037037)"
guaiacol biosynthesis,"('fraxetin biosynthesis', 0.7142857142857143)","('rhamnolipid biosynthesis', 0.7111111111111111)","('tRNA m2,2-guanine biosynthesis', 0.71)","('galactitol biosynthetic process', 0.6923076923076923)","('galactitol biosynthetic process', 0.6923076923076923)"
guaiacylglycerol-&beta;-guaiacyl ether degradation,"('diacylglycerol acyl-chain remodeling', 0.5348837209302325)","('diacylglycerol acyl-chain remodeling', 0.5348837209302325)","('CDP-diacylglycerol biosynthetic process', 0.53)","('CDP-diacylglycerol biosynthetic process', 0.53)","('acylglycerol acyl-chain remodeling', 0.5238095238095238)"
guanine and guanosine salvage I,"('deoxyguanosine salvage', 0.72)","('adenosine salvage', 0.71)","('guanosine salvage', 0.71)","('adenosine salvage', 0.71)","('guanosine salvage', 0.71)"
guanine and guanosine salvage II,"('deoxyguanosine salvage', 0.7)","('guanosine salvage', 0.6938775510204082)","('guanosine salvage', 0.6938775510204082)","('adenosine salvage', 0.69)","('adenosine salvage', 0.69)"
guanine and guanosine salvage III,"('deoxyguanosine salvage', 0.69)","('adenosine salvage', 0.68)","('guanosine salvage', 0.68)","('adenosine salvage', 0.68)","('guanosine salvage', 0.68)"
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I,"('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleoside biosynthetic process', 0.67)","('purine deoxyribonucleoside biosynthetic process', 0.67)"
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II,"('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleotide biosynthetic process', 0.69)","('purine deoxyribonucleoside biosynthetic process', 0.67)","('purine deoxyribonucleoside biosynthetic process', 0.67)"
guanosine nucleotides degradation I,"('RNA guanosine-cytidine insertion', 0.6268656716417911)","('RNA nucleotide deletion', 0.6206896551724138)","('RNA guanosine insertion', 0.6206896551724138)","('protein nucleotidylation', 0.6101694915254238)","('RNA nucleotide insertion', 0.6101694915254238)"
guanosine nucleotides degradation II,"('RNA guanosine-cytidine insertion', 0.6176470588235294)","('RNA nucleotide deletion', 0.6101694915254238)","('RNA guanosine insertion', 0.6101694915254238)","('protein nucleotidylation', 0.6)","('RNA nucleotide insertion', 0.6)"
guanosine nucleotides degradation III,"('RNA guanosine-cytidine insertion', 0.6086956521739131)","('RNA nucleotide deletion', 0.6)","('RNA guanosine insertion', 0.6)","('protein nucleotidylation', 0.5901639344262295)","('RNA nucleotide insertion', 0.5901639344262295)"
guanosine ribonucleotides <i>de novo</i> biosynthesis,"(""'de novo' GDP-L-fucose biosynthetic process"", 0.68)","('purine ribonucleotide biosynthetic process', 0.67)","('purine ribonucleotide biosynthetic process', 0.67)","('purine ribonucleotide biosynthetic process', 0.67)","('purine ribonucleoside biosynthetic process', 0.65)"
guanylyl molybdenum cofactor biosynthesis,"('iron-sulfur-molybdenum cofactor biosynthetic process', 0.7096774193548387)","('iron-sulfur-molybdenum cofactor biosynthetic process', 0.7096774193548387)","('molybdopterin cofactor biosynthetic process', 0.6904761904761905)","('molybdopterin cofactor biosynthetic process', 0.6904761904761905)","('molybdopterin cofactor biosynthetic process', 0.6904761904761905)"
<i>H. pylori</i> 26695 O-antigen biosynthesis,"('O antigen biosynthetic process', 0.65)","('O antigen biosynthetic process', 0.65)","('O antigen biosynthetic process', 0.65)","('K antigen biosynthetic process', 0.62)","('K antigen biosynthetic process', 0.62)"
hapalindole H biosynthesis,"('rhamnolipid biosynthesis', 0.72)","('fraxetin biosynthesis', 0.6808510638297872)","('indole biosynthetic process', 0.6792452830188679)","('indole biosynthetic process', 0.6792452830188679)","('heparin biosynthetic process', 0.67)"
harzianum A and trichodermin biosynthesis,"('tRNA 4-thiouridine biosynthesis', 0.61)","('sideretin biosynthesis', 0.6031746031746031)","('tRNA m2,2-guanine biosynthesis', 0.59)","('rhamnolipid biosynthesis', 0.5846153846153846)","('granaticin biosynthetic process', 0.5833333333333334)"
hectochlorin biosynthesis,"('fraxetin biosynthesis', 0.74)","('sideretin biosynthesis', 0.723404255319149)","('rhamnolipid biosynthesis', 0.6938775510204082)","('cichorine biosynthetic process', 0.6909090909090909)","('ectoine biosynthetic process', 0.6792452830188679)"
<i>Helicobacter pylori</i> 26695 lipopolysaccharide biosynthesis (final steps),"('lipopolysaccharide biosynthetic process', 0.62)","('lipopolysaccharide biosynthetic process', 0.62)","('lipopolysaccharide biosynthetic process', 0.62)","('lipopolysaccharide biosynthetic process', 0.62)","('lipopolysaccharide core region biosynthetic process', 0.6)"
heliocides biosynthesis,"('rhamnolipid biosynthesis', 0.77)","('phenol biosynthetic process', 0.72)","('phenol biosynthetic process', 0.72)","('hepoxilin biosynthetic process', 0.72)","('hepoxilin biosynthetic process', 0.72)"
heme <i>a</i> biosynthesis,"('heme A biosynthetic process', 0.72)","('heme A biosynthetic process', 0.72)","('rhamnolipid biosynthesis', 0.72)","('sideretin biosynthesis', 0.71)","('heme B biosynthetic process', 0.68)"
heme <i>b</i> biosynthesis I (aerobic),"('anaerobic toluene biosynthetic process', 0.62)","('anaerobic toluene biosynthetic process', 0.62)","('heme A biosynthetic process', 0.6153846153846154)","('heme B biosynthetic process', 0.6153846153846154)","('heme A biosynthetic process', 0.6153846153846154)"
heme <i>b</i> biosynthesis II (oxygen-independent),"('terpenoid biosynthetic process, mevalonate-independent', 0.5769230769230769)","('pentadec-1-ene biosynthetic process', 0.57)","('pentadec-1-ene biosynthetic process', 0.57)","('light-independent chlorophyll biosynthetic process', 0.57)","('eye pigment biosynthetic process', 0.55)"
heme <i>b</i> biosynthesis III (from siroheme),"('siroheme biosynthetic process', 0.66)","('siroheme biosynthetic process', 0.66)","('heme B biosynthetic process', 0.62)","('heme B biosynthetic process', 0.62)","('heme A biosynthetic process', 0.59)"
heme <i>b</i> biosynthesis IV (Gram-positive bacteria),"('antibacterial peptide biosynthetic process', 0.57)","('biosynthetic process of antibacterial peptides active against Gram-positive bacteria', 0.57)","('antibacterial peptide biosynthetic process', 0.57)","('positive regulation of antibacterial peptide biosynthetic process', 0.56)","('positive regulation of antibacterial peptide biosynthetic process', 0.56)"
heme <i>b</i> biosynthesis V (aerobic),"('anaerobic toluene biosynthetic process', 0.62)","('anaerobic toluene biosynthetic process', 0.62)","('heme A biosynthetic process', 0.6153846153846154)","('heme B biosynthetic process', 0.6153846153846154)","('heme A biosynthetic process', 0.6153846153846154)"
heme <i>d</i><sub>1</sub> biosynthesis,"('heme A biosynthetic process', 0.63)","('heme B biosynthetic process', 0.63)","('heme A biosynthetic process', 0.63)","('heme B biosynthetic process', 0.63)","('heme C biosynthetic process', 0.63)"
heme degradation I,"('heme oxidation', 0.6875)","('heme oxidation', 0.6875)","('thyroid hormone generation', 0.59)","('protein deacylation', 0.59)","('protein deamination', 0.59)"
heme degradation II,"('heme oxidation', 0.6666666666666666)","('heme oxidation', 0.6666666666666666)","('thyroid hormone generation', 0.58)","('protein deacylation', 0.58)","('protein deamination', 0.58)"
heme degradation III,"('heme oxidation', 0.6470588235294118)","('heme oxidation', 0.6470588235294118)","('thyroid hormone generation', 0.57)","('target-directed miRNA degradation', 0.57)","('target-directed miRNA degradation', 0.57)"
heme degradation IV,"('heme oxidation', 0.6666666666666666)","('heme oxidation', 0.6666666666666666)","('thyroid hormone generation', 0.58)","('protein deacylation', 0.58)","('protein deamination', 0.58)"
heme degradation V,"('heme oxidation', 0.6875)","('heme oxidation', 0.6875)","('target-directed miRNA degradation', 0.59)","('target-directed miRNA degradation', 0.59)","('target-directed miRNA degradation', 0.59)"
heme degradation VI,"('heme oxidation', 0.6666666666666666)","('heme oxidation', 0.6666666666666666)","('thyroid hormone generation', 0.58)","('protein deacylation', 0.58)","('protein deamination', 0.58)"
heme degradation VII,"('heme oxidation', 0.6470588235294118)","('heme oxidation', 0.6470588235294118)","('thyroid hormone generation', 0.57)","('target-directed miRNA degradation', 0.57)","('target-directed miRNA degradation', 0.57)"
hemoglobin degradation,"('immunoglobulin production', 0.6382978723404256)","('chemokine production', 0.6190476190476191)","('heme oxidation', 0.6111111111111112)","('heme oxidation', 0.6111111111111112)","('hemoglobin catabolic process', 0.6)"
"hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis","('ent-pimara-8(14),15-diene biosynthetic process', 0.5242718446601942)","('ent-pimara-8(14),15-diene biosynthetic process', 0.5242718446601942)","('18-methylnonadec-1-ene biosynthetic process', 0.5)","('pentadec-1-ene biosynthetic process', 0.5)","('18-methylnonadec-1-ene biosynthetic process', 0.5)"
heparan sulfate biosynthesis,"('keratan sulfate biosynthetic process', 0.75)","('keratan sulfate biosynthetic process', 0.75)","('keratan sulfate biosynthetic process', 0.75)","('dermatan sulfate biosynthetic process', 0.7384615384615385)","('dermatan sulfate biosynthetic process', 0.7384615384615385)"
heparan sulfate degradation,"('sulfate reduction', 0.6363636363636364)","('heparan sulfate proteoglycan catabolic process', 0.6301369863013698)","('heparan sulfate proteoglycan catabolic process', 0.6301369863013698)","('protein sulfhydration', 0.625)","('lead sulfide oxidation', 0.6122448979591837)"
