Pathways	Object ID
superpathway of stearidonate biosynthesis (cyanobacteria)	PWY-7596
superpathway of steroid hormone biosynthesis	PWY-7305
superpathway of sterol biosynthesis in diatoms	PWY-8240
superpathway of sulfate assimilation and cysteine biosynthesis	SULFATE-CYS-PWY
superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>)	PWY-5294
superpathway of sulfide oxidation (phototrophic sulfur bacteria)	PWY-6676
superpathway of sulfide oxidation (<i>Starkeya novella</i>)	PWY-5335
superpathway of sulfolactate degradation	PWY-6641
superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)	PWY-821
superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)	PWY-5308
superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	PWY-5304
superpathway of taurine degradation	PWY-1541
superpathway of testosterone and androsterone degradation	PWY-6937
superpathway of tetracycline and oxytetracycline biosynthesis	PWY-7809
superpathway of tetrahydrofolate biosynthesis	PWY-6612
superpathway of tetrahydrofolate biosynthesis and salvage	FOLSYN-PWY
superpathway of tetrahydroxyxanthone biosynthesis	PWY-13
superpathway of tetrathionate reduction (<i>Salmonella typhimurium</i>)	PWY-5360
superpathway of the 3-hydroxypropanoate cycle	PWY-7024
superpathway of thiamine diphosphate biosynthesis I	THISYN-PWY
superpathway of thiamine diphosphate biosynthesis II	PWY-6895
superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY
superpathway of thiosulfate metabolism (<i>Desulfovibrio sulfodismutans</i>)	PWY-5306
superpathway of trichothecene biosynthesis	PWY-7715
superpathway of trimethylamine degradation	PWY-6962
superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	PWY-7235
superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	UBISYN-PWY
superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7328
superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	PWY-7332
superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)	PWY-6284
superpathway of vanillin and vanillate degradation	PWY-6338
synechoxanthin biosynthesis	PWY-6280
syringate degradation	PWY-6339
syringetin biosynthesis	PWY-5391
T-2 toxin biosynthesis	PWY-7730
<i>t</i>-anethole biosynthesis	PWY-5867
tabtoxinine-&beta;-lactam biosynthesis	PWY-7954
taurine biosynthesis I	PWY-5331
taurine biosynthesis II	PWY-7850
taurine biosynthesis III	PWY-8359
taurine degradation I	PWY-1263
taurine degradation II	PWY-1264
taurine degradation III	TAURINEDEG-PWY
taurine degradation IV	PWY0-981
taxadiene biosynthesis (engineered)	PWY-7392
taxiphyllin bioactivation	PWY-7089
taxiphyllin biosynthesis	PWY-7088
taxol biosynthesis	PWY-5660
TCA cycle I (prokaryotic)	TCA
TCA cycle II (plants and fungi)	PWY-5690
TCA cycle III (animals)	PWY66-398
TCA cycle IV (2-oxoglutarate decarboxylase)	P105-PWY
TCA cycle V (2-oxoglutarate synthase)	PWY-6969
TCA cycle VI (Helicobacter)	REDCITCYC
TCA cycle VII (acetate-producers)	PWY-7254
TCA cycle VIII (Chlamydia)	TCA-1
tea aroma glycosidic precursor bioactivation	PWY-7114
teichuronic acid biosynthesis (<i>B. subtilis</i> 168)	PWY-7820
tenellin biosynthesis	PWY-7561
terephthalate degradation	PWY-7795
terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	PWY-7434
terminal olefins biosynthesis I	PWY-7026
terminal olefins biosynthesis II	PWY-7029
ternatin C3 biosynthesis	PWY-7280
ternatin C5 biosynthesis	PWY-5295
terpentecin biosynthesis	PWY-5930
terrequinone A biosynthesis	PWY-7520
testosterone and androsterone degradation to androstendione (aerobic)	PWY-6943
testosterone degradation (anaerobic)	PWY-8155
tetraacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-11
tetracenomycin C biosynthesis	PWY-7485
tetrachloroethene degradation	PCEDEG-PWY
tetracycline and oxytetracycline biosynthesis	PWY-7812
tetracycline resistance	PWY-7808
tetradecanoate biosynthesis (mitochondria)	PWY66-430
tetrahydrofolate biosynthesis I	PWY-6614
tetrahydrofolate biosynthesis II	PWY2DNV-11
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	PWY-6613
tetrahydromethanopterin biosynthesis	PWY-6148
tetrahydromonapterin biosynthesis	PWY0-1433
tetrahydropteridine recycling	PWY-8099
tetrahydrosarcinapterin biosynthesis	PWY-8456
tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)	PWY-5002
tetramethylpyrazine degradation	PWY-7403
tetrapyrrole biosynthesis I (from glutamate)	PWY-5188
tetrapyrrole biosynthesis II (from glycine)	PWY-5189
tetrathionate oxidation	PWY-6327
tetrathionate reduction I (to thiosulfate)	PWY-5358
tetrathionate reductiuon II (to trithionate)	PWY-5359
thalianol and derivatives biosynthesis	PWY-5992
the visual cycle (insects)	PWY-7042
the visual cycle I (vertebrates)	PWY-6861
the visual cycle II (molluscs)	PWY-7041
theobromine biosynthesis I	PWY-5039
theobromine biosynthesis II (via xanthine)	PWY-5040
theophylline degradation	PWY-6999
thiamine diphosphate biosynthesis I (E. coli)	PWY-6894
thiamine diphosphate biosynthesis II (Bacillus)	PWY-6893
thiamine diphosphate biosynthesis III (Staphylococcus)	PWY-6907
thiamine diphosphate biosynthesis IV (eukaryotes)	PWY-6908
thiamine diphosphate formation from pyrithiamine and oxythiamine (yeast)	PWY-7357
thiamine diphosphate salvage I	PWY-6896
thiamine diphosphate salvage II	PWY-6897
thiamine diphosphate salvage III	PWY-6898
thiamine diphosphate salvage IV (yeast)	PWY-7356
thiamine diphosphate salvage V	PWY-8457
thiamine triphosphate metabolism	PWY-7369
thiazole component of thiamine diphosphate biosynthesis I	PWY-6892
thiazole component of thiamine diphosphate biosynthesis II	PWY-6891
thiazole component of thiamine diphosphate biosynthesis III	PWY-6909
thiazole component of thiamine diphosphate biosynthesis IV	PWY-8308
thiocoraline biosynthesis	PWY-7737
thiocyanate degradation I	P581-PWY
thiocyanate degradation II	PWY-743
thioredoxin pathway	THIOREDOX-PWY
thiosulfate disproportionation I (thiol-dependent)	PWY-5277
thiosulfate disproportionation II (cytochrome)	PWY-5352
thiosulfate disproportionation III (quinone)	PWY-7813
thiosulfate disproportionation IV (rhodanese)	PWY-5350
thiosulfate oxidation I (to tetrathionate)	THIOSULFOX-PWY
thiosulfate oxidation II (via tetrathionate)	PWY-5303
thiosulfate oxidation III (multienzyme complex)	PWY-5296
thiosulfate oxidation IV (multienzyme complex)	PWY-6677
<i>threo</i>-tetrahydrobiopterin biosynthesis	PWY-6983
thymine degradation	PWY-6430
thyroid hormone biosynthesis	PWY-6241
thyroid hormone metabolism I (via deiodination)	PWY-6260
thyroid hormone metabolism II (via conjugation and/or degradation)	PWY-6261
thyronamine and iodothyronamine metabolism	PWY-6688
toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	PWY-5180
toluene degradation II (aerobic) (<I>via 4-methylcatechol</i>)	TOLUENE-DEG-3-OH-PWY
toluene degradation III (aerobic) (via <i>p</i>-cresol)	PWY-5181
toluene degradation IV (aerobic) (via catechol)	PWY-5178
toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol)	TOLUENE-DEG-DIOL-PWY
toluene degradation to 2-hydroxypentadienoate I (<I>via</I> <i>o</I>-cresol)	TOLUENE-DEG-2-OH-PWY
toluene degradation to 4-methylphenol	TOLUENE-DEG-4-OH-PWY
toluene degradation to benzoate	TOLUENE-DEG-CATECHOL-PWY
toluene degradation to benzoyl-CoA (anaerobic)	PWY-81
toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)	PWY-5179
toluene degradation VI (anaerobic)	PWY-5184
toxoflavin biosynthesis	PWY-7991
toyocamycin biosynthesis	PWY-6720
<i>trans, trans</i>-farnesyl diphosphate biosynthesis	PWY-5123
<i>trans</i>-3-hydroxy-L-proline degradation	PWY-7515
<i>trans</i>-4-hydroxy-L-proline degradation I	HYDROXYPRODEG-PWY
<i>trans</i>-4-hydroxy-L-proline degradation II	PWY-5159
<i>trans</i>-caffeate degradation (aerobic)	PWY-8003
<i>trans</i>-lycopene biosynthesis I	PWY-5942
<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	PWY-6475
<i>trans</i>-zeatin biosynthesis	PWY-2681
traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	PWY-5410
trehalose biosynthesis I	TRESYN-PWY
trehalose biosynthesis II	PWY-881
trehalose biosynthesis III	TREHALOSESYN-PWY
trehalose biosynthesis IV	PWY-2622
trehalose biosynthesis V	PWY-2661
trehalose biosynthesis VI	PWY-5983
trehalose biosynthesis VII	PWY-5985
trehalose degradation I (low osmolarity)	TREDEGLOW-PWY
trehalose degradation II (cytosolic)	PWY0-1182
trehalose degradation III	PWY-2721
trehalose degradation IV	PWY-2722
trehalose degradation V	PWY-2723
trehalose degradation VI (periplasmic)	PWY0-1466
triacylglycerol degradation	LIPAS-PWY
triacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-10
tricetin methylation	PWY-6631
trichloroethene degradation	PWY-5822
trichome monoterpenes biosynthesis	PWY-6447
tricin biosynthesis	PWY-7995
triclosan resistance	PWY-7096
tridecaprenyl diphosphate biosynthesis	PWY-5893
triethylamine degradation	PWY-7085
trigonelline biosynthesis	PWY-5110
trimethylamine degradation	PWY-6968
trimethylamine <i>N</i>-oxide biosynthesis	PWY-8292
tRNA charging	TRNA-CHARGING-PWY
tRNA methylation (yeast)	PWY-6829
tRNA processing	PWY0-1479
tRNA splicing I	PWY-6689
tRNA splicing II	PWY-7803
tRNA-uridine 2-thiolation (cytoplasmic)	PWY-7888
tRNA-uridine 2-thiolation (mammalian mitochondria)	PWY-7889
tRNA-uridine 2-thiolation (thermophilic bacteria)	PWY-7904
tRNA-uridine 2-thiolation (yeast mitochondria)	PWY-7891
tRNA-uridine 2-thiolation and selenation (bacteria)	PWY-7892
tropane alkaloids biosynthesis	PWY-5317
trypanothione biosynthesis	TRYPANOSYN-PWY
tryptoquialanine biosynthesis	PWY-7660
tuberonate glucoside biosynthesis	PWY-6297
tunicamycin biosynthesis	PWY-7821
two-component alkanesulfonate monooxygenase	ALKANEMONOX-PWY
tylosin biosynthesis	PWY-7415
type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)	PWY-7817
type IV lipoteichoic acid biosynthesis (<i>S. pneumoniae</i>)	PWY-7818
ubiquinol-10 biosynthesis (early decarboxylation)	PWY-5857
ubiquinol-10 biosynthesis (late decarboxylation)	PWY-5872
ubiquinol-6 biosynthesis (late decarboxylation)	PWY3O-19
ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	PWY-7230
ubiquinol-7 biosynthesis (early decarboxylation)	PWY-5855
ubiquinol-7 biosynthesis (late decarboxylation)	PWY-5873
ubiquinol-8 biosynthesis (early decarboxylation)	PWY-6708
ubiquinol-8 biosynthesis (late decarboxylation)	PWY-5870
ubiquinol-9 biosynthesis (early decarboxylation)	PWY-5856
ubiquinol-9 biosynthesis (late decarboxylation)	PWY-5871
UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	PWY-7090
UDP-2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactose biosynthesis	PWY-7467
UDP-3-acetamido-2,3-dideoxy-2-(seryl)amino-&alpha;-D-glucuronamide biosynthesis	PWY-8229
UDP-3-acetamido-2-amino-2,3-dideoxy-&alpha;-D-glucopyranose biosynthesis	PWY-8273
UDP-&alpha;-D-galactofuranose biosynthesis	PWY-7622
UDP-&alpha;-D-galactose biosynthesis	PWY-7344
UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	PWY-4861
UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	PWY-4
UDP-&alpha;-D-glucose biosynthesis	PWY-7343
UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)	PWY-4841
UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	PWY-7346
UDP-&alpha;-D-xylose biosynthesis	PWY-4821
UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose)	PWY-63
UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	PWY-82
UDP-&beta;-L-rhamnose biosynthesis	PWY-3261
UDP-D-apiose biosynthesis (from UDP-D-glucuronate)	PWY-5113
UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis	PWY-7028
UDP-<i>N</i>-acetyl-&alpha;-D-fucosamine biosynthesis	PWY-7333
UDP-<i>N</i>-acetyl-&alpha;-D-galactosaminuronate biosynthesis	PWY-7336
UDP-<i>N</i>-acetyl-&alpha;-D-mannosamine biosynthesis	PWY-8462
UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis	PWY-7335
UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine biosynthesis	PWY-7334
UDP-<i>N</i>-acetyl-&beta;-L-fucosamine biosynthesis	PWY-7330
UDP-<i>N</i>-acetyl-&beta;-L-quinovosamine biosynthesis	PWY-7331
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	PWY-5512
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	PWY-5514
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis III	PWY-8013
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDPNAGSYN-PWY
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	UDPNACETYLGALSYN-PWY
UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	PWY-6387
UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6386
UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis III (<i>meso</i>-diaminopimelate containing)	PWY-7953
UDP-sugars interconversion	PWY-5114
UDP-yelosamine biosynthesis	PWY-7842
ultra-long-chain fatty acid biosynthesis	PWY-8041
ulvan degradation	PWY-7647
umbelliferone biosynthesis	PWY-6982
UMP biosynthesis I	PWY-5686
UMP biosynthesis II	PWY-7790
UMP biosynthesis III	PWY-7791
uracil degradation I (reductive)	PWY-3982
uracil degradation II (oxidative)	PWY-6426
uracil degradation III	PWY0-1471
urate conversion to allantoin I	PWY-5691
urate conversion to allantoin II	PWY-7394
urate conversion to allantoin III	PWY-7849
urea cycle	PWY-4984
urea degradation I	PWY-5703
urea degradation II	PWY-5704
ureide biosynthesis	URSIN-PWY
ursodeoxycholate biosynthesis (bacteria)	PWY-7588
ursolate biosynthesis	PWY-7068
UTP and CTP <i>de novo</i> biosynthesis	PWY-7176
UTP and CTP dephosphorylation I	PWY-7185
UTP and CTP dephosphorylation II	PWY-7177
valencene and 7-epi-&alpha;-selinene biosynthesis	PWY-6291
validamycin biosynthesis	PWY-5818
valinomycin biosynthesis	PWY-8336
valproate &beta;-oxidation	PWY-8182
vanchrobactin biosynthesis	PWY-7987
vancomycin resistance I	PWY-6454
vancomycin resistance II	PWY-6455
vanillin and vanillate degradation I	PWY-7097
vanillin and vanillate degradation II	PWY-7098
vanillin biosynthesis I	PWY-5665
vernolate biosynthesis I	PWY-6014
vernolate biosynthesis II	PWY-7634
vernolate biosynthesis III	PWY-6917
versicolorin B biosynthesis	PWY-5955
very long chain fatty acid biosynthesis I	PWY-5080
very long chain fatty acid biosynthesis II	PWY-7036
vestitol and sativan biosynthesis	PWY-5729
vibriobactin biosynthesis	PWY-6374
vicianin bioactivation	PWY-7093
vindoline, vindorosine and vinblastine biosynthesis	PWY-5292
violacein biosynthesis	PWY-7040
violaxanthin, antheraxanthin and zeaxanthin interconversion	PWY-5945
violdelphin biosynthesis	PWY-7458
virginiae butanolide type &gamma;-butyrolactones biosynthesis	PWY-7881
viridicatin biosynthesis	PWY-7704
viridicatumtoxin biosynthesis	PWY-7659
vitamin B<sub>6</sub> degradation I	PWY-5499
vitamin B<sub>6</sub> degradation II	PWY-8384
vitamin D<sub>3</sub> biosynthesis	PWY-6076
vitamin E biosynthesis (tocopherols)	PWY-1422
vitamin E biosynthesis (tocotrienols)	PWY-7436
vitamin K degradation	PWY-8000
vitamin K-epoxide cycle	PWY-7999
vitexin and derivatives biosynthesis	PWY-6015
volatile benzenoid biosynthesis I (ester formation)	PWY-4203
volatile cinnamoic ester biosynthesis	PWY-4201
volatile esters biosynthesis (during fruit ripening)	PWY-6801
VTC2 cycle	PWY4FS-12
wax esters biosynthesis I	PWY-5884
wax esters biosynthesis II	PWY-5885
wighteone and luteone biosynthesis	PWY-4502
willardiine and isowillardiine biosynthesis	PWY-5021
wogonin metabolism	PWY-7213
wybutosine biosynthesis	PWY-7283
xanthan biosynthesis	PWY-6655
xanthine and xanthosine salvage	SALVPURINE2-PWY
xanthohumol biosynthesis	PWY-5135
xanthommatin biosynthesis	PWY-8249
xylan biosynthesis	PWY-5800
xylitol degradation I	LARABITOLUTIL-PWY
xylitol degradation II	PWY-8393
xylogalacturonan biosynthesis	PWY-5980
xyloglucan biosynthesis	PWY-5936
xyloglucan degradation I (endoglucanase)	PWY-6791
xyloglucan degradation II (exoglucanase)	PWY-6807
xyloglucan degradation III (cellobiohydrolase)	PWY-6812
yangonin biosynthesis	PWY-8104
yatein biosynthesis I	PWY-7748
yatein biosynthesis II	PWY-7629
yeast mannan degradation	PWY-8435
yersiniabactin biosynthesis	PWY-6407
zealexin biosynthesis	PWY-6888
zeaxanthin biosynthesis	PWY-5944
zeaxanthin-&beta;-D-diglucoside biosynthesis	PWY-6288
zerumbone biosynthesis	PWY-6265
zwittermicin A biosynthesis	PWY-7694
zymosterol biosynthesis	PWY-6074
[2Fe-2S] iron-sulfur cluster biosynthesis	PWY-7250
