,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
Phototransduction,"('Ac/N-end rule pathway', 0.43728454781996023)","('pulcherrimin biosynthesis', 0.4361966773954592)","('shinorine biosynthesis', 0.4361966773954592)","('xanthommatin biosynthesis', 0.4361966773954592)","('photosynthesis light reactions', 0.39011145150135507)"
Phototransduction - fly,"('the visual cycle (insects)', 0.5860334920097413)","('ecdysteroid metabolism (arthropods)', 0.5555540992693111)","('the visual cycle I (vertebrates)', 0.5359649988777632)","('the visual cycle II (molluscs)', 0.5085417419068616)","('ecdysone and 20-hydroxyecdysone biosynthesis', 0.47113721254530777)"
Olfactory transduction,"('malate/L-aspartate shuttle pathway', 0.36457826822225237)","('bombykol biosynthesis', 0.3607070016670466)","('backdoor pathway of androgen biosynthesis', 0.35467057078849556)","('ecdysone and 20-hydroxyecdysone biosynthesis', 0.34429245474761866)","('cannabinoid biosynthesis', 0.3441145716498239)"
Taste transduction,"('bombykol biosynthesis', 0.3570496301443177)","('superpathway of bitter acids biosynthesis', 0.3470542078856266)","('ecdysone and 20-hydroxyecdysone biosynthesis', 0.3402853129124799)","('phosphatidate metabolism, as a signaling molecule', 0.32936549626091266)","('phytol salvage pathway', 0.32853572749408333)"
Inflammatory mediator regulation of TRP channels,"('phosphatidate metabolism, as a signaling molecule', 0.5380741146964219)","('DIMBOA-glucoside activation', 0.4281159267274785)","('glucosinolate activation', 0.42470121692854856)","('brassinosteroids inactivation', 0.4181490901580751)","('representative whole plasma arachidonate-derived icosanoids II', 0.4171411465719573)"
Dorso-ventral axis formation,"('peptido-conjugates in tissue regeneration biosynthesis', 0.35901420109731097)","('periplasmic disulfide bond formation', 0.34675778011423825)","('terminal olefins biosynthesis II', 0.3404431936608635)","('terminal olefins biosynthesis I', 0.33908555790191386)","('aliphatic glucosinolate biosynthesis, side chain elongation cycle', 0.33119493482919377)"
Axon guidance,"('GABA shunt II', 0.1864922402592566)","('phosphate acquisition', 0.18199583582438714)","('squid bioluminescence', 0.17839880132395122)","('L-glutamate degradation IX (via 4-aminobutanoate)', 0.14871945203894854)","('sucrose degradation V (sucrose &alpha;-glucosidase)', 0.14772494952279866)"
Axon regeneration,"('peptido-conjugates in tissue regeneration biosynthesis', 0.3754717213673715)","('coenzyme B/coenzyme M regeneration V (formate-dependent)', 0.26429601437779837)","('coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)', 0.26350111442209484)","('coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)', 0.25795324186952123)","('squid bioluminescence', 0.244883178527958)"
Osteoclast differentiation,"('peptido-conjugates in tissue regeneration biosynthesis', 0.4256876325178918)","('superpathway of melatonin degradation', 0.3561342853995735)","('hyaluronan degradation', 0.3547195213124951)","('phosphatidate metabolism, as a signaling molecule', 0.3544191946392178)","('sporopollenin precursors biosynthesis', 0.3471981390563149)"
Longevity regulating pathway,"('backdoor pathway of androgen biosynthesis', 0.6321291287888748)","('Ac/N-end rule pathway', 0.6204731768836597)","('phosphatidate metabolism, as a signaling molecule', 0.5987967768844081)","('superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.5663638166215885)","('3-phosphoinositide biosynthesis', 0.5531664414008634)"
Longevity regulating pathway - worm,"('Ac/N-end rule pathway', 0.5995581095173991)","('mevalonate pathway I (eukaryotes and bacteria)', 0.5712001343287142)","('phosphatidate metabolism, as a signaling molecule', 0.5666351751584316)","('sphingolipid biosynthesis (mammals)', 0.5652930019170922)","('backdoor pathway of androgen biosynthesis', 0.5579925997712115)"
Longevity regulating pathway - multiple species,"('mevalonate pathway I (eukaryotes and bacteria)', 0.630846376185897)","('phosphatidate metabolism, as a signaling molecule', 0.6260344872951839)","('sphingolipid biosynthesis (mammals)', 0.6143273552855026)","('Ac/N-end rule pathway', 0.6035752615778791)","('superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.5978942994949961)"
Circadian rhythm,"('serotonin and melatonin biosynthesis', 0.4005167263114794)","('catecholamine biosynthesis', 0.3653286501822219)","('3-hydroxypropanoate/4-hydroxybutanate cycle', 0.3416039929551656)","('S-methyl-L-methionine cycle', 0.3416039929551656)","('melatonin degradation I', 0.32612789559658256)"
Circadian entrainment,"('serotonin and melatonin biosynthesis', 0.38331701070298163)","('3-hydroxypropanoate/4-hydroxybutanate cycle', 0.3458437996195589)","('S-methyl-L-methionine cycle', 0.3458437996195589)","('catecholamine biosynthesis', 0.3418202173623997)","('melatonin degradation I', 0.3333111511371634)"
Circadian rhythm - fly,"('ecdysteroid metabolism (arthropods)', 0.4662985095909084)","('the visual cycle (insects)', 0.4471213749719957)","('rhodoquinone-10 biosynthesis', 0.40505623174124816)","('the visual cycle I (vertebrates)', 0.39885718266479386)","('serotonin and melatonin biosynthesis', 0.38572129670213834)"
Circadian rhythm - plant,"('serotonin and melatonin biosynthesis', 0.42575149803352114)","('ecdysteroid metabolism (arthropods)', 0.4208828482971431)","('chlorophyll cycle', 0.41721993319518735)","('astaxanthin biosynthesis (flowering plants)', 0.3981090992222245)","('the visual cycle (insects)', 0.39657728914257884)"
Thermogenesis,"('ketogenesis', 0.5206648972294001)","('ethiin metabolism', 0.40776968301287303)","('N-glucosylnicotinate metabolism', 0.40776968301287303)","('gluconeogenesis I', 0.39848134394483403)","('gluconeogenesis III', 0.39695064821227466)"
Plant-pathogen interaction,"('protein Pupylation and dePupylation', 0.4152029843793654)","('protein NEDDylation', 0.3598402440251179)","('protein ubiquitination', 0.3287828007923942)","('mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.32693268718521157)","('biotin-carboxyl carrier protein assembly', 0.3177625838036829)"
Pathways in cancer,"('protein Pupylation and dePupylation', 0.37236922592964355)","('backdoor pathway of androgen biosynthesis', 0.35269336652965566)","('NAD salvage pathway II (PNC IV cycle)', 0.3147618311222473)","('superpathway of NAD biosynthesis in eukaryotes', 0.3135977032173704)","('NAD salvage pathway I (PNC VI cycle)', 0.31167816733656906)"
Transcriptional misregulation in cancer,"('backdoor pathway of androgen biosynthesis', 0.5137429581153233)","('Ac/N-end rule pathway', 0.4547918246114636)","('gibberellin inactivation II (methylation)', 0.44442453110976754)","('protein citrullination', 0.44145077074624606)","('superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis', 0.4279489859007945)"
MicroRNAs in cancer,"('protein Pupylation and dePupylation', 0.29317055291664007)","('kauralexin biosynthesis', 0.27327766343382953)","('factor 420 polyglutamylation', 0.255096502191824)","('folate polyglutamylation', 0.23768333347753182)","('representative whole plasma arachidonate-derived icosanoids II', 0.21961724601791383)"
Proteoglycans in cancer,"('heparan sulfate degradation', 0.5900862727179135)","('heparan sulfate biosynthesis', 0.5592208969046613)","('chondroitin sulfate degradation (metazoa)', 0.5467524815527798)","('dermatan sulfate degradation (metazoa)', 0.5429627094967274)","('superpathway of heparan sulfate biosynthesis', 0.5356533783804076)"
Chemical carcinogenesis - DNA adducts,"('tricetin methylation', 0.5457576271790783)","('thymine degradation', 0.5390264998227107)","('uracil degradation II (oxidative)', 0.5270921239931491)","('pyrimidine deoxyribonucleosides degradation', 0.5242980024612794)","('pyrimidine ribonucleosides degradation', 0.5242980024612794)"
Chemical carcinogenesis - receptor activation,"('nicotine degradation II (pyrrolidine pathway)', 0.5436956525049117)","('nicotine degradation I (pyridine pathway)', 0.5202195277858078)","('phosphatidate metabolism, as a signaling molecule', 0.5192664890508709)","('nicotine degradation III (VPP pathway)', 0.5082493249056949)","('caffeine degradation III (bacteria, via demethylation)', 0.5072130859412509)"
Chemical carcinogenesis - reactive oxygen species,"('reactive oxygen species degradation', 0.8049732846064247)","('detoxification of reactive carbonyls in chloroplasts', 0.6359094689788753)","('arsenite to oxygen electron transfer (via azurin)', 0.5868921334429034)","('arsenite to oxygen electron transfer', 0.555273210121092)","('superoxide radicals degradation', 0.5343548674148074)"
Viral carcinogenesis,"('glutathione degradation (DUG pathway)', 0.3149293331150452)","('arsenite methylation (bacterial)', 0.2834780316911599)","('human milk oligisaccharides biosynthesis', 0.27528887805394087)","('biosynthesis of Lewis epitopes (H. pylori)', 0.26237344565206533)","('peptido-conjugates in tissue regeneration biosynthesis', 0.2464415068571313)"
Central carbon metabolism in cancer,"('superpathway of methylsalicylate metabolism', 0.5906028525374606)","('ethiin metabolism', 0.5787260182626338)","('N-glucosylnicotinate metabolism', 0.5787260182626338)","('cyanophycin metabolism', 0.5687617330465018)","('fructosyllysine and glucosyllysine metabolism', 0.563992895670187)"
Choline metabolism in cancer,"('superpathway of choline biosynthesis', 0.6742559606944546)","('ethiin metabolism', 0.6395565503637017)","('N-glucosylnicotinate metabolism', 0.6395565503637017)","('superpathway of L-threonine metabolism', 0.6274426622855603)","('superpathway of L-citrulline metabolism', 0.6057442009513252)"
PD-L1 expression and PD-1 checkpoint pathway in cancer,"('protein ubiquitination', 0.5199909008156678)","('Arg/N-end rule pathway (eukaryotic)', 0.5180895239527904)","('phosphatidate metabolism, as a signaling molecule', 0.5130600397076978)","('Ac/N-end rule pathway', 0.5112566420816376)","('3-phosphoinositide degradation', 0.4982307592459919)"
Colorectal cancer,"('thiamine diphosphate salvage III', 0.2197142031155642)","('3-(imidazol-5-yl)lactate salvage', 0.20901413576291225)","('thiamine diphosphate salvage II', 0.19346736091747688)","('thiamine diphosphate salvage I', 0.1890240877166137)","('nicotinate riboside salvage pathway I', 0.1792199748980763)"
Pancreatic cancer,"('thyroid hormone biosynthesis', 0.2931570495755478)","('thyroid hormone metabolism I (via deiodination)', 0.2106242741823808)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.21057203375848355)","('3-(imidazol-5-yl)lactate salvage', 0.18898340574092168)","('blood coagulation - tissue factor pathway', 0.1855131647699505)"
Hepatocellular carcinom,"('thyroid hormone biosynthesis', 0.26157283869613385)","('nitric oxide biosynthesis III (bacteria)', 0.20419857783051823)","('bile acid 7&alpha;-dehydroxylation', 0.2021685840266789)","('bile acid 7&beta;-dehydroxylation', 0.2021685840266789)","('nitric oxide biosynthesis II (mammals)', 0.19315528838889112)"
Gastric cancer,"('bile acid 7&alpha;-dehydroxylation', 0.2461122726648268)","('bile acid 7&beta;-dehydroxylation', 0.2461122726648268)","('biosynthesis of Lewis epitopes (H. pylori)', 0.23511632393961387)","('bile acids 12-O-epimerization', 0.21175285977132943)","('bile acids 3-O-epimerization', 0.21175285977132943)"
Gliom,"('(+)-camphor biosynthesis', 0.0)","('(+)-pisatin biosynthesis', 0.0)","('(+)-secoisolariciresinol diglucoside biosynthesis', 0.0)","(""(-)-4'-demethyl-epipodophyllotoxin biosynthesis"", 0.0)","('(-)-camphor biosynthesis', 0.0)"
Thyroid cancer,"('thyroid hormone biosynthesis', 0.5909712753802236)","('thyroid hormone metabolism I (via deiodination)', 0.4733511179619424)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.3696512671247391)","('androgen biosynthesis', 0.3421512080198025)","('superpathway of steroid hormone biosynthesis', 0.3329964990403787)"
Acute myeloid leukemi,"('carbon tetrachloride degradation II', 0.19506060457305424)","('lipoate salvage II', 0.18981004393817552)","('CMP phosphorylation', 0.17217544574564067)","('superpathway of Allium flavor precursors', 0.16137276751808294)","('carbon tetrachloride degradation I', 0.1543360597288158)"
Chronic myeloid leukemi,"('carbon tetrachloride degradation II', 0.21738650681883884)","('lipoate salvage II', 0.18549207599185139)","('desferrioxamine B biosynthesis', 0.18488287417504104)","('CMP phosphorylation', 0.18433067576906995)","('carbon tetrachloride degradation I', 0.18223109229646983)"
Basal cell carcinom,"('thyroid hormone biosynthesis', 0.40112722696045167)","('thyroid hormone metabolism I (via deiodination)', 0.3631753712106377)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.3404372137163288)","('indole glucosinolate activation (intact plant cell)', 0.3156806241937165)","('superpathway of steroid hormone biosynthesis', 0.29837795134998707)"
Melanom,"('(+)-camphor biosynthesis', 0.0)","('(+)-pisatin biosynthesis', 0.0)","('(+)-secoisolariciresinol diglucoside biosynthesis', 0.0)","(""(-)-4'-demethyl-epipodophyllotoxin biosynthesis"", 0.0)","('(-)-camphor biosynthesis', 0.0)"
Renal cell carcinom,"('thyroid hormone biosynthesis', 0.3329690074883099)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.2874792023295104)","('thyroid hormone metabolism I (via deiodination)', 0.24623220619834524)","('indole glucosinolate activation (intact plant cell)', 0.23796163215069083)","('blood coagulation - tissue factor pathway', 0.23174324066865018)"
Bladder cancer,"('3-(imidazol-5-yl)lactate salvage', 0.22941295460350597)","('thyroid hormone biosynthesis', 0.19150473373596796)","('folate polyglutamylation', 0.16372783134802216)","('androgen biosynthesis', 0.1609683375619086)","('blood coagulation - tissue factor pathway', 0.1546160813088421)"
Prostate cancer,"('thyroid hormone biosynthesis', 0.2055198035008265)","('3-(imidazol-5-yl)lactate salvage', 0.1864015410130797)","('L-methionine salvage cycle III', 0.18013213398281147)","('androgen biosynthesis', 0.17896088982956807)","('thiamine diphosphate salvage III', 0.1755789881485759)"
Endometrial cancer,"('thyroid hormone biosynthesis', 0.30625749034091704)","('androgen biosynthesis', 0.24166218054432215)","('progesterone biosynthesis', 0.18903038964535335)","('thyroid hormone metabolism I (via deiodination)', 0.1834415608656304)","('thyroid hormone metabolism II (via conjugation and/or degradation)', 0.16961981374017213)"
Breast cancer,"('3-(imidazol-5-yl)lactate salvage', 0.21529049536815734)","('thyroid hormone biosynthesis', 0.2088735323190713)","('L-methionine salvage cycle III', 0.1893703745415045)","('human milk oligisaccharides biosynthesis', 0.1887873778307972)","('thiamine diphosphate salvage III', 0.1804101529581907)"
